subjID,gen_correct_pred,MC_correct_pred,human_vs_gpt,exp1_vs_exp2,prob_type,onerule_subtype
0,1,1,0,0,0,0
0,1,1,0,0,0,0
0,1,1,0,0,0,1
0,1,1,0,0,0,1
0,1,1,0,0,0,2
0,1,1,0,0,0,2
0,1,1,0,0,1,-1
0,1,1,0,0,1,-1
0,1,1,0,0,1,-1
0,1,1,0,0,1,-1
0,1,1,0,0,1,-1
0,1,1,0,0,1,-1
0,1,1,0,0,2,-1
0,1,1,0,0,2,-1
0,1,1,0,0,2,-1
0,1,1,0,0,2,-1
0,1,1,0,0,2,-1
0,1,1,0,0,2,-1
0,1,1,0,0,2,-1
0,1,1,0,0,2,-1
0,1,1,0,0,2,-1
0,1,1,0,0,2,-1
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,0,0,1
1,1,1,0,0,0,1
1,1,1,0,0,0,2
1,1,1,0,0,0,2
1,1,1,0,0,1,-1
1,0,1,0,0,1,-1
1,1,1,0,0,1,-1
1,1,1,0,0,1,-1
1,1,1,0,0,1,-1
1,1,1,0,0,1,-1
1,1,1,0,0,2,-1
1,1,1,0,0,2,-1
1,1,1,0,0,2,-1
1,0,0,0,0,2,-1
1,0,0,0,0,2,-1
1,0,0,0,0,2,-1
1,0,0,0,0,2,-1
1,1,1,0,0,2,-1
1,0,0,0,0,2,-1
1,1,1,0,0,2,-1
2,1,1,0,0,0,0
2,1,1,0,0,0,0
2,1,1,0,0,0,1
2,1,1,0,0,0,1
2,1,1,0,0,0,2
2,0,0,0,0,0,2
2,1,1,0,0,1,-1
2,1,1,0,0,1,-1
2,1,1,0,0,1,-1
2,1,1,0,0,1,-1
2,1,1,0,0,1,-1
2,1,1,0,0,1,-1
2,1,1,0,0,2,-1
2,1,1,0,0,2,-1
2,1,1,0,0,2,-1
2,1,1,0,0,2,-1
2,1,1,0,0,2,-1
2,1,1,0,0,2,-1
2,1,1,0,0,2,-1
2,1,1,0,0,2,-1
2,0,0,0,0,2,-1
2,0,0,0,0,2,-1
3,1,1,0,0,0,0
3,1,1,0,0,0,0
3,1,1,0,0,0,1
3,1,1,0,0,0,1
3,1,1,0,0,0,2
3,1,1,0,0,0,2
3,1,1,0,0,1,-1
3,1,1,0,0,1,-1
3,1,1,0,0,1,-1
3,1,1,0,0,1,-1
3,1,1,0,0,1,-1
3,1,1,0,0,1,-1
3,1,1,0,0,2,-1
3,1,1,0,0,2,-1
3,1,1,0,0,2,-1
3,1,1,0,0,2,-1
3,1,1,0,0,2,-1
3,1,1,0,0,2,-1
3,1,1,0,0,2,-1
3,0,1,0,0,2,-1
3,0,1,0,0,2,-1
3,0,0,0,0,2,-1
4,1,1,0,0,0,0
4,1,1,0,0,0,0
4,1,1,0,0,0,1
4,1,1,0,0,0,1
4,1,1,0,0,0,2
4,1,1,0,0,0,2
4,1,1,0,0,1,-1
4,0,0,0,0,1,-1
4,1,1,0,0,1,-1
4,1,1,0,0,1,-1
4,0,0,0,0,1,-1
4,1,1,0,0,1,-1
4,1,1,0,0,2,-1
4,1,1,0,0,2,-1
4,0,1,0,0,2,-1
4,1,1,0,0,2,-1
4,1,1,0,0,2,-1
4,1,1,0,0,2,-1
4,1,1,0,0,2,-1
4,1,1,0,0,2,-1
4,1,1,0,0,2,-1
4,1,1,0,0,2,-1
5,1,1,0,0,0,0
5,1,1,0,0,0,0
5,1,1,0,0,0,1
5,1,1,0,0,0,1
5,0,0,0,0,0,2
5,1,1,0,0,0,2
5,0,0,0,0,1,-1
5,0,0,0,0,1,-1
5,0,0,0,0,1,-1
5,1,1,0,0,1,-1
5,0,0,0,0,1,-1
5,0,0,0,0,1,-1
5,1,1,0,0,2,-1
5,0,0,0,0,2,-1
5,0,1,0,0,2,-1
5,0,0,0,0,2,-1
5,0,0,0,0,2,-1
5,0,0,0,0,2,-1
5,0,0,0,0,2,-1
5,0,0,0,0,2,-1
5,0,0,0,0,2,-1
5,0,0,0,0,2,-1
6,1,1,0,0,0,0
6,1,1,0,0,0,0
6,1,1,0,0,0,1
6,1,1,0,0,0,1
6,0,0,0,0,0,2
6,0,0,0,0,0,2
6,1,1,0,0,1,-1
6,0,0,0,0,1,-1
6,0,0,0,0,1,-1
6,1,1,0,0,1,-1
6,0,0,0,0,1,-1
6,0,0,0,0,1,-1
6,1,1,0,0,2,-1
6,0,0,0,0,2,-1
6,0,0,0,0,2,-1
6,0,0,0,0,2,-1
6,0,1,0,0,2,-1
6,0,0,0,0,2,-1
6,0,0,0,0,2,-1
6,0,1,0,0,2,-1
6,0,0,0,0,2,-1
6,0,0,0,0,2,-1
7,1,1,0,0,0,0
7,1,1,0,0,0,0
7,1,1,0,0,0,1
7,1,1,0,0,0,1
7,0,0,0,0,0,2
7,0,0,0,0,0,2
7,0,1,0,0,1,-1
7,0,1,0,0,1,-1
7,1,1,0,0,1,-1
7,0,1,0,0,1,-1
7,0,0,0,0,1,-1
7,1,1,0,0,1,-1
7,1,1,0,0,2,-1
7,1,1,0,0,2,-1
7,1,1,0,0,2,-1
7,0,0,0,0,2,-1
7,0,0,0,0,2,-1
7,1,1,0,0,2,-1
7,1,1,0,0,2,-1
7,0,0,0,0,2,-1
7,0,1,0,0,2,-1
7,0,1,0,0,2,-1
8,1,1,0,0,0,0
8,1,1,0,0,0,0
8,1,1,0,0,0,1
8,1,1,0,0,0,1
8,1,1,0,0,0,2
8,0,0,0,0,0,2
8,1,1,0,0,1,-1
8,1,1,0,0,1,-1
8,1,1,0,0,1,-1
8,1,1,0,0,1,-1
8,0,0,0,0,1,-1
8,1,1,0,0,1,-1
8,1,1,0,0,2,-1
8,1,1,0,0,2,-1
8,0,1,0,0,2,-1
8,0,0,0,0,2,-1
8,0,0,0,0,2,-1
8,0,0,0,0,2,-1
8,1,1,0,0,2,-1
8,1,1,0,0,2,-1
8,0,0,0,0,2,-1
8,0,1,0,0,2,-1
9,0,0,0,0,0,0
9,0,0,0,0,0,0
9,1,1,0,0,0,1
9,0,0,0,0,0,1
9,0,0,0,0,0,2
9,0,0,0,0,0,2
9,0,0,0,0,1,-1
9,0,1,0,0,1,-1
9,0,0,0,0,1,-1
9,0,0,0,0,1,-1
9,0,0,0,0,1,-1
9,0,0,0,0,1,-1
9,0,0,0,0,2,-1
9,0,0,0,0,2,-1
9,0,0,0,0,2,-1
9,0,1,0,0,2,-1
9,0,0,0,0,2,-1
9,0,1,0,0,2,-1
9,0,0,0,0,2,-1
9,0,0,0,0,2,-1
9,0,0,0,0,2,-1
9,0,0,0,0,2,-1
10,1,1,0,0,0,0
10,1,1,0,0,0,0
10,1,1,0,0,0,1
10,1,1,0,0,0,1
10,1,1,0,0,0,2
10,1,1,0,0,0,2
10,1,1,0,0,1,-1
10,1,1,0,0,1,-1
10,0,1,0,0,1,-1
10,1,1,0,0,1,-1
10,0,1,0,0,1,-1
10,0,0,0,0,1,-1
10,1,1,0,0,2,-1
10,1,1,0,0,2,-1
10,1,1,0,0,2,-1
10,0,1,0,0,2,-1
10,0,0,0,0,2,-1
10,1,1,0,0,2,-1
10,0,0,0,0,2,-1
10,0,0,0,0,2,-1
10,0,0,0,0,2,-1
10,0,0,0,0,2,-1
11,1,1,0,0,0,0
11,1,1,0,0,0,0
11,1,1,0,0,0,1
11,1,1,0,0,0,1
11,1,1,0,0,0,2
11,1,1,0,0,0,2
11,1,1,0,0,1,-1
11,1,1,0,0,1,-1
11,0,1,0,0,1,-1
11,1,1,0,0,1,-1
11,0,1,0,0,1,-1
11,1,1,0,0,1,-1
11,1,1,0,0,2,-1
11,1,0,0,0,2,-1
11,0,1,0,0,2,-1
11,1,1,0,0,2,-1
11,0,1,0,0,2,-1
11,0,1,0,0,2,-1
11,1,1,0,0,2,-1
11,0,1,0,0,2,-1
11,0,0,0,0,2,-1
11,1,1,0,0,2,-1
12,0,0,0,0,0,0
12,0,1,0,0,0,0
12,0,1,0,0,0,1
12,0,1,0,0,0,1
12,0,0,0,0,0,2
12,0,0,0,0,0,2
12,0,0,0,0,1,-1
12,0,1,0,0,1,-1
12,0,0,0,0,1,-1
12,0,1,0,0,1,-1
12,0,0,0,0,1,-1
12,0,0,0,0,1,-1
12,0,0,0,0,2,-1
12,0,0,0,0,2,-1
12,0,0,0,0,2,-1
12,0,0,0,0,2,-1
12,0,1,0,0,2,-1
12,0,1,0,0,2,-1
12,0,0,0,0,2,-1
12,0,0,0,0,2,-1
12,0,0,0,0,2,-1
12,0,0,0,0,2,-1
13,1,1,0,0,0,0
13,1,1,0,0,0,0
13,1,1,0,0,0,1
13,1,1,0,0,0,1
13,1,1,0,0,0,2
13,1,1,0,0,0,2
13,1,1,0,0,1,-1
13,0,0,0,0,1,-1
13,0,1,0,0,1,-1
13,0,0,0,0,1,-1
13,0,0,0,0,1,-1
13,0,1,0,0,1,-1
13,1,1,0,0,2,-1
13,0,0,0,0,2,-1
13,0,0,0,0,2,-1
13,0,1,0,0,2,-1
13,0,1,0,0,2,-1
13,1,1,0,0,2,-1
13,0,1,0,0,2,-1
13,0,0,0,0,2,-1
13,0,1,0,0,2,-1
13,1,1,0,0,2,-1
14,1,1,0,0,0,0
14,1,1,0,0,0,0
14,1,1,0,0,0,1
14,1,1,0,0,0,1
14,0,0,0,0,0,2
14,0,0,0,0,0,2
14,1,1,0,0,1,-1
14,1,1,0,0,1,-1
14,1,1,0,0,1,-1
14,1,1,0,0,1,-1
14,1,1,0,0,1,-1
14,1,1,0,0,1,-1
14,1,1,0,0,2,-1
14,1,1,0,0,2,-1
14,1,1,0,0,2,-1
14,1,1,0,0,2,-1
14,1,1,0,0,2,-1
14,1,1,0,0,2,-1
14,1,1,0,0,2,-1
14,0,0,0,0,2,-1
14,0,0,0,0,2,-1
14,0,0,0,0,2,-1
15,1,1,0,0,0,0
15,1,1,0,0,0,0
15,1,1,0,0,0,1
15,1,1,0,0,0,1
15,1,1,0,0,0,2
15,1,1,0,0,0,2
15,0,1,0,0,1,-1
15,1,1,0,0,1,-1
15,1,1,0,0,1,-1
15,1,1,0,0,1,-1
15,1,1,0,0,1,-1
15,0,1,0,0,1,-1
15,1,1,0,0,2,-1
15,1,1,0,0,2,-1
15,1,1,0,0,2,-1
15,1,1,0,0,2,-1
15,1,1,0,0,2,-1
15,1,1,0,0,2,-1
15,1,1,0,0,2,-1
15,1,1,0,0,2,-1
15,1,1,0,0,2,-1
15,1,1,0,0,2,-1
16,0,0,0,0,0,0
16,0,0,0,0,0,0
16,0,0,0,0,0,1
16,0,0,0,0,0,1
16,0,1,0,0,0,2
16,0,0,0,0,0,2
16,0,0,0,0,1,-1
16,0,0,0,0,1,-1
16,0,0,0,0,1,-1
16,0,1,0,0,1,-1
16,0,0,0,0,1,-1
16,0,0,0,0,1,-1
16,0,1,0,0,2,-1
16,0,0,0,0,2,-1
16,0,0,0,0,2,-1
16,0,0,0,0,2,-1
16,0,0,0,0,2,-1
16,0,0,0,0,2,-1
16,0,0,0,0,2,-1
16,0,0,0,0,2,-1
16,0,0,0,0,2,-1
16,0,0,0,0,2,-1
17,1,1,0,0,0,0
17,1,1,0,0,0,0
17,1,1,0,0,0,1
17,1,1,0,0,0,1
17,1,1,0,0,0,2
17,0,0,0,0,0,2
17,1,1,0,0,1,-1
17,1,1,0,0,1,-1
17,0,1,0,0,1,-1
17,1,1,0,0,1,-1
17,1,1,0,0,1,-1
17,1,1,0,0,1,-1
17,1,1,0,0,2,-1
17,1,1,0,0,2,-1
17,1,1,0,0,2,-1
17,1,1,0,0,2,-1
17,1,1,0,0,2,-1
17,1,1,0,0,2,-1
17,1,1,0,0,2,-1
17,1,1,0,0,2,-1
17,1,1,0,0,2,-1
17,1,1,0,0,2,-1
18,1,1,0,0,0,0
18,1,1,0,0,0,0
18,1,1,0,0,0,1
18,1,1,0,0,0,1
18,0,0,0,0,0,2
18,0,0,0,0,0,2
18,1,1,0,0,1,-1
18,0,0,0,0,1,-1
18,0,0,0,0,1,-1
18,0,0,0,0,1,-1
18,0,0,0,0,1,-1
18,0,1,0,0,1,-1
18,1,1,0,0,2,-1
18,0,0,0,0,2,-1
18,0,0,0,0,2,-1
18,0,0,0,0,2,-1
18,0,0,0,0,2,-1
18,0,0,0,0,2,-1
18,0,0,0,0,2,-1
18,0,0,0,0,2,-1
18,0,0,0,0,2,-1
18,0,0,0,0,2,-1
19,1,1,0,0,0,0
19,1,0,0,0,0,0
19,1,0,0,0,0,1
19,1,1,0,0,0,1
19,1,1,0,0,0,2
19,0,0,0,0,0,2
19,0,0,0,0,1,-1
19,0,0,0,0,1,-1
19,0,0,0,0,1,-1
19,0,0,0,0,1,-1
19,0,0,0,0,1,-1
19,0,1,0,0,1,-1
19,0,0,0,0,2,-1
19,0,0,0,0,2,-1
19,0,0,0,0,2,-1
19,0,0,0,0,2,-1
19,0,0,0,0,2,-1
19,0,0,0,0,2,-1
19,0,0,0,0,2,-1
19,0,0,0,0,2,-1
19,0,0,0,0,2,-1
19,0,0,0,0,2,-1
20,1,1,0,0,0,0
20,1,1,0,0,0,0
20,1,1,0,0,0,1
20,1,1,0,0,0,1
20,1,1,0,0,0,2
20,1,1,0,0,0,2
20,1,1,0,0,1,-1
20,1,1,0,0,1,-1
20,1,1,0,0,1,-1
20,1,1,0,0,1,-1
20,1,1,0,0,1,-1
20,1,1,0,0,1,-1
20,1,1,0,0,2,-1
20,1,1,0,0,2,-1
20,1,1,0,0,2,-1
20,1,1,0,0,2,-1
20,1,1,0,0,2,-1
20,1,1,0,0,2,-1
20,1,1,0,0,2,-1
20,1,1,0,0,2,-1
20,1,1,0,0,2,-1
20,0,1,0,0,2,-1
21,1,1,0,0,0,0
21,1,1,0,0,0,0
21,1,1,0,0,0,1
21,1,1,0,0,0,1
21,1,1,0,0,0,2
21,0,0,0,0,0,2
21,1,1,0,0,1,-1
21,0,0,0,0,1,-1
21,0,0,0,0,1,-1
21,0,0,0,0,1,-1
21,0,0,0,0,1,-1
21,0,0,0,0,1,-1
21,1,1,0,0,2,-1
21,1,1,0,0,2,-1
21,1,1,0,0,2,-1
21,0,0,0,0,2,-1
21,0,0,0,0,2,-1
21,0,0,0,0,2,-1
21,0,0,0,0,2,-1
21,0,0,0,0,2,-1
21,0,0,0,0,2,-1
21,0,1,0,0,2,-1
22,1,1,0,0,0,0
22,1,1,0,0,0,0
22,1,1,0,0,0,1
22,1,1,0,0,0,1
22,1,1,0,0,0,2
22,1,1,0,0,0,2
22,1,1,0,0,1,-1
22,1,1,0,0,1,-1
22,1,1,0,0,1,-1
22,1,1,0,0,1,-1
22,0,0,0,0,1,-1
22,0,0,0,0,1,-1
22,0,0,0,0,2,-1
22,1,1,0,0,2,-1
22,0,0,0,0,2,-1
22,0,0,0,0,2,-1
22,1,1,0,0,2,-1
22,0,0,0,0,2,-1
22,1,1,0,0,2,-1
22,1,1,0,0,2,-1
22,1,1,0,0,2,-1
22,1,1,0,0,2,-1
23,1,1,0,0,0,0
23,1,1,0,0,0,0
23,1,1,0,0,0,1
23,1,1,0,0,0,1
23,1,1,0,0,0,2
23,1,1,0,0,0,2
23,1,1,0,0,1,-1
23,1,1,0,0,1,-1
23,1,1,0,0,1,-1
23,1,1,0,0,1,-1
23,1,1,0,0,1,-1
23,1,1,0,0,1,-1
23,1,1,0,0,2,-1
23,1,1,0,0,2,-1
23,0,1,0,0,2,-1
23,1,1,0,0,2,-1
23,0,1,0,0,2,-1
23,1,1,0,0,2,-1
23,1,1,0,0,2,-1
23,0,0,0,0,2,-1
23,1,1,0,0,2,-1
23,1,1,0,0,2,-1
24,1,1,0,0,0,0
24,1,1,0,0,0,0
24,1,1,0,0,0,1
24,1,1,0,0,0,1
24,1,1,0,0,0,2
24,1,1,0,0,0,2
24,0,1,0,0,1,-1
24,0,0,0,0,1,-1
24,0,1,0,0,1,-1
24,0,0,0,0,1,-1
24,0,0,0,0,1,-1
24,1,1,0,0,1,-1
24,0,0,0,0,2,-1
24,0,0,0,0,2,-1
24,0,0,0,0,2,-1
24,0,0,0,0,2,-1
24,0,0,0,0,2,-1
24,1,1,0,0,2,-1
24,1,1,0,0,2,-1
24,0,1,0,0,2,-1
24,0,0,0,0,2,-1
24,0,0,0,0,2,-1
25,1,1,0,0,0,0
25,1,1,0,0,0,0
25,1,1,0,0,0,1
25,1,1,0,0,0,1
25,1,1,0,0,0,2
25,1,1,0,0,0,2
25,1,1,0,0,1,-1
25,1,1,0,0,1,-1
25,1,1,0,0,1,-1
25,1,1,0,0,1,-1
25,1,1,0,0,1,-1
25,1,1,0,0,1,-1
25,1,1,0,0,2,-1
25,1,1,0,0,2,-1
25,1,1,0,0,2,-1
25,1,1,0,0,2,-1
25,1,1,0,0,2,-1
25,1,1,0,0,2,-1
25,1,1,0,0,2,-1
25,1,1,0,0,2,-1
25,1,1,0,0,2,-1
25,1,1,0,0,2,-1
26,1,1,0,0,0,0
26,1,1,0,0,0,0
26,1,1,0,0,0,1
26,1,1,0,0,0,1
26,1,1,0,0,0,2
26,1,1,0,0,0,2
26,1,1,0,0,1,-1
26,1,1,0,0,1,-1
26,1,1,0,0,1,-1
26,1,1,0,0,1,-1
26,1,1,0,0,1,-1
26,1,1,0,0,1,-1
26,1,1,0,0,2,-1
26,1,1,0,0,2,-1
26,1,1,0,0,2,-1
26,1,1,0,0,2,-1
26,1,1,0,0,2,-1
26,0,1,0,0,2,-1
26,1,1,0,0,2,-1
26,1,1,0,0,2,-1
26,1,1,0,0,2,-1
26,1,1,0,0,2,-1
27,1,1,0,0,0,0
27,1,1,0,0,0,0
27,1,1,0,0,0,1
27,1,1,0,0,0,1
27,1,1,0,0,0,2
27,1,1,0,0,0,2
27,1,1,0,0,1,-1
27,1,1,0,0,1,-1
27,1,1,0,0,1,-1
27,1,1,0,0,1,-1
27,0,1,0,0,1,-1
27,1,1,0,0,1,-1
27,1,1,0,0,2,-1
27,0,1,0,0,2,-1
27,1,1,0,0,2,-1
27,1,1,0,0,2,-1
27,1,1,0,0,2,-1
27,1,1,0,0,2,-1
27,1,1,0,0,2,-1
27,1,1,0,0,2,-1
27,1,1,0,0,2,-1
27,0,1,0,0,2,-1
28,1,1,0,0,0,0
28,1,1,0,0,0,0
28,1,1,0,0,0,1
28,1,1,0,0,0,1
28,0,0,0,0,0,2
28,0,0,0,0,0,2
28,1,1,0,0,1,-1
28,1,1,0,0,1,-1
28,0,0,0,0,1,-1
28,1,1,0,0,1,-1
28,0,0,0,0,1,-1
28,0,0,0,0,1,-1
28,1,1,0,0,2,-1
28,0,0,0,0,2,-1
28,0,0,0,0,2,-1
28,0,0,0,0,2,-1
28,0,0,0,0,2,-1
28,0,0,0,0,2,-1
28,1,1,0,0,2,-1
28,0,0,0,0,2,-1
28,0,0,0,0,2,-1
28,0,1,0,0,2,-1
29,1,1,0,0,0,0
29,1,1,0,0,0,0
29,1,1,0,0,0,1
29,1,1,0,0,0,1
29,0,0,0,0,0,2
29,1,1,0,0,0,2
29,1,1,0,0,1,-1
29,1,1,0,0,1,-1
29,0,0,0,0,1,-1
29,1,1,0,0,1,-1
29,0,0,0,0,1,-1
29,0,0,0,0,1,-1
29,1,1,0,0,2,-1
29,0,1,0,0,2,-1
29,1,1,0,0,2,-1
29,0,0,0,0,2,-1
29,0,0,0,0,2,-1
29,0,0,0,0,2,-1
29,0,0,0,0,2,-1
29,0,0,0,0,2,-1
29,0,0,0,0,2,-1
29,0,0,0,0,2,-1
30,1,1,0,0,0,0
30,1,1,0,0,0,0
30,1,1,0,0,0,1
30,1,1,0,0,0,1
30,1,1,0,0,0,2
30,1,1,0,0,0,2
30,1,1,0,0,1,-1
30,1,1,0,0,1,-1
30,1,1,0,0,1,-1
30,1,1,0,0,1,-1
30,1,1,0,0,1,-1
30,1,1,0,0,1,-1
30,1,1,0,0,2,-1
30,1,1,0,0,2,-1
30,1,0,0,0,2,-1
30,1,1,0,0,2,-1
30,1,1,0,0,2,-1
30,1,1,0,0,2,-1
30,1,1,0,0,2,-1
30,1,1,0,0,2,-1
30,1,1,0,0,2,-1
30,1,1,0,0,2,-1
31,1,1,0,0,0,0
31,1,1,0,0,0,0
31,1,1,0,0,0,1
31,1,1,0,0,0,1
31,1,1,0,0,0,2
31,1,1,0,0,0,2
31,1,1,0,0,1,-1
31,0,0,0,0,1,-1
31,0,0,0,0,1,-1
31,0,0,0,0,1,-1
31,0,0,0,0,1,-1
31,1,1,0,0,1,-1
31,1,1,0,0,2,-1
31,1,1,0,0,2,-1
31,1,1,0,0,2,-1
31,1,1,0,0,2,-1
31,1,1,0,0,2,-1
31,0,1,0,0,2,-1
31,0,0,0,0,2,-1
31,0,1,0,0,2,-1
31,1,1,0,0,2,-1
31,1,1,0,0,2,-1
32,1,1,0,0,0,0
32,1,1,0,0,0,0
32,1,1,0,0,0,1
32,1,1,0,0,0,1
32,1,1,0,0,0,2
32,1,1,0,0,0,2
32,1,1,0,0,1,-1
32,1,1,0,0,1,-1
32,1,1,0,0,1,-1
32,1,1,0,0,1,-1
32,1,1,0,0,1,-1
32,1,1,0,0,1,-1
32,1,1,0,0,2,-1
32,1,1,0,0,2,-1
32,1,1,0,0,2,-1
32,1,1,0,0,2,-1
32,1,1,0,0,2,-1
32,1,1,0,0,2,-1
32,1,1,0,0,2,-1
32,1,1,0,0,2,-1
32,1,1,0,0,2,-1
32,1,1,0,0,2,-1
33,1,1,0,0,0,0
33,1,1,0,0,0,0
33,1,1,0,0,0,1
33,1,1,0,0,0,1
33,1,1,0,0,0,2
33,1,1,0,0,0,2
33,1,1,0,0,1,-1
33,0,1,0,0,1,-1
33,1,1,0,0,1,-1
33,0,0,0,0,1,-1
33,0,1,0,0,1,-1
33,0,0,0,0,1,-1
33,1,1,0,0,2,-1
33,0,0,0,0,2,-1
33,1,1,0,0,2,-1
33,0,1,0,0,2,-1
33,0,1,0,0,2,-1
33,1,1,0,0,2,-1
33,1,1,0,0,2,-1
33,1,1,0,0,2,-1
33,0,0,0,0,2,-1
33,1,1,0,0,2,-1
34,1,1,0,0,0,0
34,1,1,0,0,0,0
34,1,1,0,0,0,1
34,1,1,0,0,0,1
34,1,1,0,0,0,2
34,1,1,0,0,0,2
34,0,0,0,0,1,-1
34,1,1,0,0,1,-1
34,0,1,0,0,1,-1
34,0,0,0,0,1,-1
34,0,0,0,0,1,-1
34,0,1,0,0,1,-1
34,1,1,0,0,2,-1
34,0,0,0,0,2,-1
34,0,0,0,0,2,-1
34,0,0,0,0,2,-1
34,0,0,0,0,2,-1
34,0,0,0,0,2,-1
34,0,0,0,0,2,-1
34,0,0,0,0,2,-1
34,0,0,0,0,2,-1
34,0,0,0,0,2,-1
35,1,1,0,0,0,0
35,1,1,0,0,0,0
35,1,1,0,0,0,1
35,1,1,0,0,0,1
35,1,1,0,0,0,2
35,1,1,0,0,0,2
35,0,0,0,0,1,-1
35,0,0,0,0,1,-1
35,1,1,0,0,1,-1
35,1,1,0,0,1,-1
35,1,1,0,0,1,-1
35,0,1,0,0,1,-1
35,1,1,0,0,2,-1
35,0,0,0,0,2,-1
35,1,1,0,0,2,-1
35,0,1,0,0,2,-1
35,1,1,0,0,2,-1
35,1,1,0,0,2,-1
35,1,1,0,0,2,-1
35,0,0,0,0,2,-1
35,1,1,0,0,2,-1
35,1,1,0,0,2,-1
36,1,1,0,0,0,0
36,1,1,0,0,0,0
36,1,1,0,0,0,1
36,1,1,0,0,0,1
36,1,1,0,0,0,2
36,1,1,0,0,0,2
36,1,1,0,0,1,-1
36,1,1,0,0,1,-1
36,1,1,0,0,1,-1
36,1,1,0,0,1,-1
36,0,0,0,0,1,-1
36,0,0,0,0,1,-1
36,1,1,0,0,2,-1
36,1,1,0,0,2,-1
36,1,1,0,0,2,-1
36,1,1,0,0,2,-1
36,0,1,0,0,2,-1
36,1,1,0,0,2,-1
36,1,1,0,0,2,-1
36,0,0,0,0,2,-1
36,1,1,0,0,2,-1
36,1,1,0,0,2,-1
37,1,1,0,0,0,0
